"Disease","County","Year","Sex","Count","Population","Rate","CI.lower","CI.upper","Unstable"
"Coccidioidomycosis","Mariposa",2012,"Total",0,17959,0,0,20.538,"-"
"Coccidioidomycosis","Mariposa",2012,"Female",0,8865,0,0,41.603,"-"
"Coccidioidomycosis","Mariposa",2012,"Male",0,9094,0,0,40.556,"-"
"Coccidioidomycosis","Mariposa",2013,"Total",0,17890,0,0,20.618,"-"
"Coccidioidomycosis","Mariposa",2013,"Female",0,8836,0,0,41.74,"-"
"Coccidioidomycosis","Mariposa",2013,"Male",0,9054,0,0,40.735,"-"
"Coccidioidomycosis","Mariposa",2014,"Total",0,17864,0,0,20.648,"-"
"Coccidioidomycosis","Mariposa",2014,"Female",0,8832,0,0,41.758,"-"
"Coccidioidomycosis","Mariposa",2014,"Male",0,9032,0,0,40.834,"-"
"Coccidioidomycosis","Mendocino",2001,"Total",0,87140,0,0,4.233,"-"
"Coccidioidomycosis","Mendocino",2001,"Female",0,43658,0,0,8.449,"-"
"Coccidioidomycosis","Mendocino",2001,"Male",0,43482,0,0,8.483,"-"
"Coccidioidomycosis","Mendocino",2002,"Total",0,87507,0,0,4.215,"-"
"Coccidioidomycosis","Mendocino",2002,"Female",0,43840,0,0,8.414,"-"
"Coccidioidomycosis","Mendocino",2002,"Male",0,43667,0,0,8.447,"-"
"Coccidioidomycosis","Mendocino",2003,"Total",1,88017,1.136,0.029,6.33,"*"
"Coccidioidomycosis","Mendocino",2003,"Female",1,44097,2.268,0.057,12.634,"*"
"Coccidioidomycosis","Mendocino",2003,"Male",0,43920,0,0,8.399,"-"
"Coccidioidomycosis","Mendocino",2004,"Total",1,88239,1.133,0.029,6.314,"*"
"Coccidioidomycosis","Mendocino",2004,"Female",0,44205,0,0,8.345,"-"
"Coccidioidomycosis","Mendocino",2004,"Male",1,44034,2.271,0.057,12.652,"*"
"Coccidioidomycosis","Mendocino",2005,"Total",0,88016,0,0,4.191,"-"
"Coccidioidomycosis","Mendocino",2005,"Female",0,44108,0,0,8.363,"-"
"Coccidioidomycosis","Mendocino",2005,"Male",0,43908,0,0,8.401,"-"
"Coccidioidomycosis","Mendocino",2006,"Total",0,87584,0,0,4.212,"-"
"Coccidioidomycosis","Mendocino",2006,"Female",0,43894,0,0,8.404,"-"
"Coccidioidomycosis","Mendocino",2006,"Male",0,43690,0,0,8.443,"-"
"Coccidioidomycosis","Mendocino",2007,"Total",1,87646,1.141,0.029,6.357,"*"
"Coccidioidomycosis","Mendocino",2007,"Female",0,43887,0,0,8.405,"-"
"Coccidioidomycosis","Mendocino",2007,"Male",1,43759,2.285,0.058,12.732,"*"
"Coccidioidomycosis","Mendocino",2008,"Total",0,87782,0,0,4.202,"-"
"Coccidioidomycosis","Mendocino",2008,"Female",0,43940,0,0,8.395,"-"
"Coccidioidomycosis","Mendocino",2008,"Male",0,43842,0,0,8.414,"-"
"Coccidioidomycosis","Mendocino",2009,"Total",0,87569,0,0,4.212,"-"
"Coccidioidomycosis","Mendocino",2009,"Female",0,43794,0,0,8.423,"-"
"Coccidioidomycosis","Mendocino",2009,"Male",0,43775,0,0,8.427,"-"
"Coccidioidomycosis","Mendocino",2010,"Total",0,87917,0,0,4.196,"-"
"Coccidioidomycosis","Mendocino",2010,"Female",0,43822,0,0,8.418,"-"
"Coccidioidomycosis","Mendocino",2010,"Male",0,44095,0,0,8.365,"-"
"Coccidioidomycosis","Mendocino",2011,"Total",1,88048,1.136,0.029,6.328,"*"
"Coccidioidomycosis","Mendocino",2011,"Female",1,43869,2.279,0.058,12.7,"*"
"Coccidioidomycosis","Mendocino",2011,"Male",0,44179,0,0,8.349,"-"
"Coccidioidomycosis","Mendocino",2012,"Total",0,88550,0,0,4.166,"-"
"Coccidioidomycosis","Mendocino",2012,"Female",0,44115,0,0,8.362,"-"
"Coccidioidomycosis","Mendocino",2012,"Male",0,44435,0,0,8.301,"-"
"Coccidioidomycosis","Mendocino",2013,"Total",1,88281,1.133,0.029,6.311,"*"
"Coccidioidomycosis","Mendocino",2013,"Female",0,43958,0,0,8.391,"-"
"Coccidioidomycosis","Mendocino",2013,"Male",1,44323,2.256,0.057,12.57,"*"
"Coccidioidomycosis","Mendocino",2014,"Total",0,88545,0,0,4.166,"-"
"Coccidioidomycosis","Mendocino",2014,"Female",0,44077,0,0,8.369,"-"
"Coccidioidomycosis","Mendocino",2014,"Male",0,44468,0,0,8.295,"-"
"Coccidioidomycosis","Merced",2001,"Total",6,217319,2.761,1.013,6.009,"*"
"Coccidioidomycosis","Merced",2001,"Female",2,108778,1.839,0.223,6.642,"*"
"Coccidioidomycosis","Merced",2001,"Male",4,108541,3.685,1.004,9.435,"*"
"Coccidioidomycosis","Merced",2002,"Total",15,222733,6.735,3.769,11.107,"*"
"Coccidioidomycosis","Merced",2002,"Female",4,111411,3.59,0.978,9.192,"*"
"Coccidioidomycosis","Merced",2002,"Male",11,111322,9.881,4.933,17.68,"*"
"Coccidioidomycosis","Merced",2003,"Total",17,229182,7.418,4.321,11.876,"*"
"Coccidioidomycosis","Merced",2003,"Female",9,114558,7.856,3.592,14.913,"*"
"Coccidioidomycosis","Merced",2003,"Male",8,114624,6.979,3.013,13.752,"*"
"Coccidioidomycosis","Merced",2004,"Total",11,235549,4.67,2.331,8.356,"*"
"Coccidioidomycosis","Merced",2004,"Female",3,117671,2.549,0.526,7.45,"*"
"Coccidioidomycosis","Merced",2004,"Male",8,117878,6.787,2.93,13.372,"*"
"Coccidioidomycosis","Merced",2005,"Total",17,240600,7.066,4.116,11.313,"*"
"Coccidioidomycosis","Merced",2005,"Female",5,120117,4.163,1.352,9.714,"*"
"Coccidioidomycosis","Merced",2005,"Male",12,120483,9.96,5.147,17.397,"*"
"Coccidioidomycosis","Merced",2006,"Total",11,245555,4.48,2.236,8.015,"*"
"Coccidioidomycosis","Merced",2006,"Female",4,122487,3.266,0.89,8.361,"*"
"Coccidioidomycosis","Merced",2006,"Male",7,123068,5.688,2.287,11.719,"*"
"Coccidioidomycosis","Merced",2007,"Total",11,249538,4.408,2.201,7.887,"*"
"Coccidioidomycosis","Merced",2007,"Female",5,124354,4.021,1.306,9.383,"*"
"Coccidioidomycosis","Merced",2007,"Male",6,125184,4.793,1.759,10.432,"*"
"Coccidioidomycosis","Merced",2008,"Total",14,251932,5.557,3.038,9.324,"*"
"Coccidioidomycosis","Merced",2008,"Female",1,125498,0.797,0.02,4.44,"*"
"Coccidioidomycosis","Merced",2008,"Male",13,126434,10.282,5.475,17.582,"*"
"Coccidioidomycosis","Merced",2009,"Total",18,254123,7.083,4.198,11.194,"*"
"Coccidioidomycosis","Merced",2009,"Female",7,126418,5.537,2.226,11.408,"*"
"Coccidioidomycosis","Merced",2009,"Male",11,127705,8.614,4.3,15.412,"*"
"Coccidioidomycosis","Merced",2010,"Total",56,255886,21.885,16.532,28.418," "
"Coccidioidomycosis","Merced",2010,"Female",20,127004,15.747,9.619,24.32," "
"Coccidioidomycosis","Merced",2010,"Male",36,128882,27.933,19.564,38.668," "
"Coccidioidomycosis","Merced",2011,"Total",52,259186,20.063,14.984,26.309," "
"Coccidioidomycosis","Merced",2011,"Female",18,128642,13.992,8.293,22.113,"*"
"Coccidioidomycosis","Merced",2011,"Male",34,130544,26.045,18.037,36.393," "
"Coccidioidomycosis","Merced",2012,"Total",61,261002,23.371,17.878,30.021," "
"Coccidioidomycosis","Merced",2012,"Female",22,129535,16.984,10.644,25.713," "
"Coccidioidomycosis","Merced",2012,"Male",38,131467,28.905,20.455,39.672," "
"Coccidioidomycosis","Merced",2013,"Total",56,262336,21.347,16.125,27.72," "
"Coccidioidomycosis","Merced",2013,"Female",22,130194,16.898,10.59,25.582," "
"Coccidioidomycosis","Merced",2013,"Male",34,132142,25.73,17.819,35.953," "
"Coccidioidomycosis","Merced",2014,"Total",49,265069,18.486,13.676,24.438," "
"Coccidioidomycosis","Merced",2014,"Female",25,131577,19,12.296,28.047," "
"Coccidioidomycosis","Merced",2014,"Male",24,133492,17.979,11.52,26.75," "
"Coccidioidomycosis","Modoc",2001,"Total",0,9434,0,0,39.094,"-"
"Coccidioidomycosis","Modoc",2001,"Female",0,4670,0,0,78.96,"-"
"Coccidioidomycosis","Modoc",2001,"Male",0,4764,0,0,77.402,"-"
"Coccidioidomycosis","Modoc",2002,"Total",0,9400,0,0,39.236,"-"
"Coccidioidomycosis","Modoc",2002,"Female",0,4651,0,0,79.282,"-"
"Coccidioidomycosis","Modoc",2002,"Male",0,4749,0,0,77.647,"-"
"Coccidioidomycosis","Modoc",2003,"Total",0,9511,0,0,38.778,"-"
"Coccidioidomycosis","Modoc",2003,"Female",0,4695,0,0,78.54,"-"
"Coccidioidomycosis","Modoc",2003,"Male",0,4816,0,0,76.567,"-"
"Coccidioidomycosis","Modoc",2004,"Total",0,9602,0,0,38.41,"-"
"Coccidioidomycosis","Modoc",2004,"Female",0,4740,0,0,77.794,"-"
"Coccidioidomycosis","Modoc",2004,"Male",0,4862,0,0,75.843,"-"
"Coccidioidomycosis","Modoc",2005,"Total",0,9588,0,0,38.467,"-"
"Coccidioidomycosis","Modoc",2005,"Female",0,4737,0,0,77.843,"-"
"Coccidioidomycosis","Modoc",2005,"Male",0,4851,0,0,76.015,"-"
"Coccidioidomycosis","Modoc",2006,"Total",0,9639,0,0,38.263,"-"
"Coccidioidomycosis","Modoc",2006,"Female",0,4763,0,0,77.419,"-"
"Coccidioidomycosis","Modoc",2006,"Male",0,4876,0,0,75.625,"-"
"Coccidioidomycosis","Modoc",2007,"Total",0,9590,0,0,38.458,"-"
"Coccidioidomycosis","Modoc",2007,"Female",0,4744,0,0,77.729,"-"
"Coccidioidomycosis","Modoc",2007,"Male",0,4846,0,0,76.093,"-"
"Coccidioidomycosis","Modoc",2008,"Total",0,9623,0,0,38.327,"-"
"Coccidioidomycosis","Modoc",2008,"Female",0,4760,0,0,77.467,"-"
"Coccidioidomycosis","Modoc",2008,"Male",0,4863,0,0,75.827,"-"
"Coccidioidomycosis","Modoc",2009,"Total",0,9632,0,0,38.291,"-"
"Coccidioidomycosis","Modoc",2009,"Female",0,4776,0,0,77.208,"-"
"Coccidioidomycosis","Modoc",2009,"Male",0,4856,0,0,75.937,"-"
"Coccidioidomycosis","Modoc",2010,"Total",0,9649,0,0,38.223,"-"
"Coccidioidomycosis","Modoc",2010,"Female",0,4781,0,0,77.127,"-"
"Coccidioidomycosis","Modoc",2010,"Male",0,4868,0,0,75.749,"-"
"Coccidioidomycosis","Modoc",2011,"Total",0,9568,0,0,38.547,"-"
"Coccidioidomycosis","Modoc",2011,"Female",0,4749,0,0,77.647,"-"
"Coccidioidomycosis","Modoc",2011,"Male",0,4819,0,0,76.519,"-"
"Coccidioidomycosis","Modoc",2012,"Total",0,9516,0,0,38.758,"-"
"Coccidioidomycosis","Modoc",2012,"Female",0,4735,0,0,77.876,"-"
"Coccidioidomycosis","Modoc",2012,"Male",0,4781,0,0,77.127,"-"
"Coccidioidomycosis","Modoc",2013,"Total",0,9485,0,0,38.884,"-"
"Coccidioidomycosis","Modoc",2013,"Female",0,4724,0,0,78.058,"-"
"Coccidioidomycosis","Modoc",2013,"Male",0,4761,0,0,77.451,"-"
"Coccidioidomycosis","Modoc",2014,"Total",0,9417,0,0,39.165,"-"
"Coccidioidomycosis","Modoc",2014,"Female",0,4702,0,0,78.423,"-"
"Coccidioidomycosis","Modoc",2014,"Male",0,4715,0,0,78.207,"-"
"Coccidioidomycosis","Mono",2001,"Total",0,13213,0,0,27.915,"-"
"Coccidioidomycosis","Mono",2001,"Female",0,6031,0,0,61.147,"-"
"Coccidioidomycosis","Mono",2001,"Male",0,7182,0,0,51.35,"-"
"Coccidioidomycosis","Mono",2002,"Total",0,13383,0,0,27.56,"-"
"Coccidioidomycosis","Mono",2002,"Female",0,6130,0,0,60.159,"-"
"Coccidioidomycosis","Mono",2002,"Male",0,7253,0,0,50.847,"-"
"Coccidioidomycosis","Mono",2003,"Total",1,13574,7.367,0.187,41.04,"*"
"Coccidioidomycosis","Mono",2003,"Female",0,6235,0,0,59.147,"-"
"Coccidioidomycosis","Mono",2003,"Male",1,7339,13.626,0.345,75.895,"*"
"Coccidioidomycosis","Mono",2004,"Total",0,13726,0,0,26.872,"-"
"Coccidioidomycosis","Mono",2004,"Female",0,6322,0,0,58.333,"-"
"Coccidioidomycosis","Mono",2004,"Male",0,7404,0,0,49.81,"-"
"Coccidioidomycosis","Mono",2005,"Total",0,13799,0,0,26.729,"-"
"Coccidioidomycosis","Mono",2005,"Female",0,6357,0,0,58.012,"-"
"Coccidioidomycosis","Mono",2005,"Male",0,7442,0,0,49.556,"-"
"Coccidioidomycosis","Mono",2006,"Total",0,14151,0,0,26.065,"-"
"Coccidioidomycosis","Mono",2006,"Female",0,6524,0,0,56.527,"-"
"Coccidioidomycosis","Mono",2006,"Male",0,7627,0,0,48.354,"-"
"Coccidioidomycosis","Mono",2007,"Total",1,14212,7.036,0.178,39.197,"*"
"Coccidioidomycosis","Mono",2007,"Female",0,6548,0,0,56.32,"-"
"Coccidioidomycosis","Mono",2007,"Male",1,7664,13.048,0.33,72.677,"*"
"Coccidioidomycosis","Mono",2008,"Total",0,14073,0,0,26.209,"-"
"Coccidioidomycosis","Mono",2008,"Female",0,6487,0,0,56.85,"-"
"Coccidioidomycosis","Mono",2008,"Male",0,7586,0,0,48.616,"-"
"Coccidioidomycosis","Mono",2009,"Total",0,14075,0,0,26.205,"-"
"Coccidioidomycosis","Mono",2009,"Female",0,6524,0,0,56.527,"-"
"Coccidioidomycosis","Mono",2009,"Male",0,7551,0,0,48.841,"-"
"Coccidioidomycosis","Mono",2010,"Total",0,14234,0,0,25.913,"-"
"Coccidioidomycosis","Mono",2010,"Female",0,6698,0,0,55.059,"-"
"Coccidioidomycosis","Mono",2010,"Male",0,7536,0,0,48.938,"-"
"Coccidioidomycosis","Mono",2011,"Total",0,14301,0,0,25.791,"-"
"Coccidioidomycosis","Mono",2011,"Female",0,6745,0,0,54.676,"-"
"Coccidioidomycosis","Mono",2011,"Male",0,7556,0,0,48.809,"-"
"Coccidioidomycosis","Mono",2012,"Total",0,14393,0,0,25.626,"-"
"Coccidioidomycosis","Mono",2012,"Female",0,6801,0,0,54.226,"-"
"Coccidioidomycosis","Mono",2012,"Male",0,7592,0,0,48.577,"-"
"Coccidioidomycosis","Mono",2013,"Total",0,14477,0,0,25.478,"-"
"Coccidioidomycosis","Mono",2013,"Female",0,6859,0,0,53.767,"-"
"Coccidioidomycosis","Mono",2013,"Male",0,7618,0,0,48.411,"-"
"Coccidioidomycosis","Mono",2014,"Total",0,14560,0,0,25.333,"-"
"Coccidioidomycosis","Mono",2014,"Female",0,6912,0,0,53.355,"-"
"Coccidioidomycosis","Mono",2014,"Male",0,7648,0,0,48.222,"-"
"Coccidioidomycosis","Monterey",2001,"Total",12,406264,2.954,1.526,5.16,"*"
"Coccidioidomycosis","Monterey",2001,"Female",4,196311,2.038,0.555,5.217,"*"
"Coccidioidomycosis","Monterey",2001,"Male",8,209953,3.81,1.645,7.508,"*"
"Coccidioidomycosis","Monterey",2002,"Total",8,408599,1.958,0.845,3.858,"*"
"Coccidioidomycosis","Monterey",2002,"Female",2,197739,1.011,0.122,3.654,"*"
"Coccidioidomycosis","Monterey",2002,"Male",6,210860,2.845,1.044,6.193,"*"
"Coccidioidomycosis","Monterey",2003,"Total",6,411941,1.457,0.535,3.17,"*"
"Coccidioidomycosis","Monterey",2003,"Female",3,199426,1.504,0.31,4.396,"*"
"Coccidioidomycosis","Monterey",2003,"Male",3,212515,1.412,0.291,4.125,"*"
"Coccidioidomycosis","Monterey",2004,"Total",18,411121,4.378,2.595,6.919,"*"
"Coccidioidomycosis","Monterey",2004,"Female",5,199399,2.508,0.814,5.852,"*"
"Coccidioidomycosis","Monterey",2004,"Male",13,211722,6.14,3.269,10.5,"*"
"Coccidioidomycosis","Monterey",2005,"Total",29,407974,7.108,4.761,10.209," "
"Coccidioidomycosis","Monterey",2005,"Female",4,198136,2.019,0.55,5.169,"*"
"Coccidioidomycosis","Monterey",2005,"Male",25,209838,11.914,7.71,17.587," "
"Coccidioidomycosis","Monterey",2006,"Total",48,405877,11.826,8.72,15.68," "
"Coccidioidomycosis","Monterey",2006,"Female",14,197244,7.098,3.88,11.909,"*"
"Coccidioidomycosis","Monterey",2006,"Male",34,208633,16.297,11.286,22.772," "
"Coccidioidomycosis","Monterey",2007,"Total",33,407896,8.09,5.569,11.362," "
"Coccidioidomycosis","Monterey",2007,"Female",7,198192,3.532,1.42,7.277,"*"
"Coccidioidomycosis","Monterey",2007,"Male",26,209704,12.398,8.099,18.166," "
"Coccidioidomycosis","Monterey",2008,"Total",28,410877,6.815,4.528,9.849," "
"Coccidioidomycosis","Monterey",2008,"Female",6,199794,3.003,1.102,6.536,"*"
"Coccidioidomycosis","Monterey",2008,"Male",22,211083,10.422,6.532,15.779," "
"Coccidioidomycosis","Monterey",2009,"Total",39,413590,9.43,6.705,12.89," "
"Coccidioidomycosis","Monterey",2009,"Female",8,201138,3.977,1.717,7.837,"*"
"Coccidioidomycosis","Monterey",2009,"Male",31,212452,14.592,9.914,20.711," "
"Coccidioidomycosis","Monterey",2010,"Total",55,416263,13.213,9.954,17.198," "
"Coccidioidomycosis","Monterey",2010,"Female",9,202106,4.453,2.036,8.453,"*"
"Coccidioidomycosis","Monterey",2010,"Male",46,214157,21.48,15.726,28.65," "
"Coccidioidomycosis","Monterey",2011,"Total",68,419905,16.194,12.576,20.529," "
"Coccidioidomycosis","Monterey",2011,"Female",21,203882,10.3,6.376,15.744," "
"Coccidioidomycosis","Monterey",2011,"Male",47,216023,21.757,15.987,28.931," "
"Coccidioidomycosis","Monterey",2012,"Total",73,421465,17.321,13.577,21.777," "
"Coccidioidomycosis","Monterey",2012,"Female",21,204592,10.264,6.354,15.69," "
"Coccidioidomycosis","Monterey",2012,"Male",52,216873,23.977,17.908,31.442," "
"Coccidioidomycosis","Monterey",2013,"Total",68,423943,16.04,12.456,20.334," "
"Coccidioidomycosis","Monterey",2013,"Female",16,205791,7.775,4.444,12.626,"*"
"Coccidioidomycosis","Monterey",2013,"Male",52,218152,23.837,17.803,31.257," "
"Coccidioidomycosis","Monterey",2014,"Total",19,425365,4.467,2.689,6.975," "
"Coccidioidomycosis","Monterey",2014,"Female",7,206477,3.39,1.363,6.985,"*"
"Coccidioidomycosis","Monterey",2014,"Male",12,218888,5.482,2.833,9.576,"*"
"Coccidioidomycosis","Napa",2001,"Total",0,126188,0,0,2.923,"-"
"Coccidioidomycosis","Napa",2001,"Female",0,63209,0,0,5.836,"-"
"Coccidioidomycosis","Napa",2001,"Male",0,62979,0,0,5.857,"-"
"Coccidioidomycosis","Napa",2002,"Total",0,127942,0,0,2.883,"-"
"Coccidioidomycosis","Napa",2002,"Female",0,64104,0,0,5.754,"-"
"Coccidioidomycosis","Napa",2002,"Male",0,63838,0,0,5.778,"-"
"Coccidioidomycosis","Napa",2003,"Total",1,129422,0.773,0.02,4.305,"*"
"Coccidioidomycosis","Napa",2003,"Female",0,64875,0,0,5.686,"-"
"Coccidioidomycosis","Napa",2003,"Male",1,64547,1.549,0.039,8.632,"*"
"Coccidioidomycosis","Napa",2004,"Total",0,130204,0,0,2.833,"-"
"Coccidioidomycosis","Napa",2004,"Female",0,65235,0,0,5.655,"-"
"Coccidioidomycosis","Napa",2004,"Male",0,64969,0,0,5.678,"-"
"Coccidioidomycosis","Napa",2005,"Total",0,130740,0,0,2.821,"-"
"Coccidioidomycosis","Napa",2005,"Female",0,65504,0,0,5.631,"-"
"Coccidioidomycosis","Napa",2005,"Male",0,65236,0,0,5.655,"-"
"Coccidioidomycosis","Napa",2006,"Total",3,131920,2.274,0.469,6.646,"*"
"Coccidioidomycosis","Napa",2006,"Female",1,66125,1.512,0.038,8.426,"*"
"Coccidioidomycosis","Napa",2006,"Male",2,65795,3.04,0.368,10.98,"*"
"Coccidioidomycosis","Napa",2007,"Total",1,133155,0.751,0.019,4.184,"*"
"Coccidioidomycosis","Napa",2007,"Female",0,66731,0,0,5.528,"-"
"Coccidioidomycosis","Napa",2007,"Male",1,66424,1.505,0.038,8.388,"*"
"Coccidioidomycosis","Napa",2008,"Total",0,134786,0,0,2.737,"-"
"Coccidioidomycosis","Napa",2008,"Female",0,67533,0,0,5.462,"-"
"Coccidioidomycosis","Napa",2008,"Male",0,67253,0,0,5.485,"-"
"Coccidioidomycosis","Napa",2009,"Total",1,135664,0.737,0.019,4.107,"*"
"Coccidioidomycosis","Napa",2009,"Female",1,67950,1.472,0.037,8.199,"*"
"Coccidioidomycosis","Napa",2009,"Male",0,67714,0,0,5.448,"-"
"Coccidioidomycosis","Napa",2010,"Total",1,136811,0.731,0.019,4.072,"*"
"Coccidioidomycosis","Napa",2010,"Female",1,68095,1.469,0.037,8.182,"*"
"Coccidioidomycosis","Napa",2010,"Male",0,68716,0,0,5.368,"-"
"Coccidioidomycosis","Napa",2011,"Total",1,137653,0.726,0.018,4.048,"*"
"Coccidioidomycosis","Napa",2011,"Female",0,68499,0,0,5.385,"-"
"Coccidioidomycosis","Napa",2011,"Male",1,69154,1.446,0.037,8.057,"*"
"Coccidioidomycosis","Napa",2012,"Total",3,138019,2.174,0.448,6.352,"*"
"Coccidioidomycosis","Napa",2012,"Female",2,68652,2.913,0.353,10.523,"*"
"Coccidioidomycosis","Napa",2012,"Male",1,69367,1.442,0.036,8.032,"*"
"Coccidioidomycosis","Napa",2013,"Total",0,138932,0,0,2.655,"-"
"Coccidioidomycosis","Napa",2013,"Female",0,69108,0,0,5.338,"-"
"Coccidioidomycosis","Napa",2013,"Male",0,69824,0,0,5.283,"-"
"Coccidioidomycosis","Napa",2014,"Total",0,140348,0,0,2.628,"-"
"Coccidioidomycosis","Napa",2014,"Female",0,69855,0,0,5.281,"-"
"Coccidioidomycosis","Napa",2014,"Male",0,70493,0,0,5.233,"-"
"Coccidioidomycosis","Nevada",2001,"Total",0,93515,0,0,3.945,"-"
"Coccidioidomycosis","Nevada",2001,"Female",0,47308,0,0,7.797,"-"
"Coccidioidomycosis","Nevada",2001,"Male",0,46207,0,0,7.983,"-"
"Coccidioidomycosis","Nevada",2002,"Total",0,94580,0,0,3.9,"-"
"Coccidioidomycosis","Nevada",2002,"Female",0,47859,0,0,7.708,"-"
"Coccidioidomycosis","Nevada",2002,"Male",0,46721,0,0,7.895,"-"
"Coccidioidomycosis","Nevada",2003,"Total",0,95974,0,0,3.844,"-"
"Coccidioidomycosis","Nevada",2003,"Female",0,48555,0,0,7.597,"-"
"Coccidioidomycosis","Nevada",2003,"Male",0,47419,0,0,7.779,"-"
"Coccidioidomycosis","Nevada",2004,"Total",0,97107,0,0,3.799,"-"
"Coccidioidomycosis","Nevada",2004,"Female",0,49110,0,0,7.511,"-"
"Coccidioidomycosis","Nevada",2004,"Male",0,47997,0,0,7.685,"-"
"Coccidioidomycosis","Nevada",2005,"Total",0,97802,0,0,3.772,"-"
"Coccidioidomycosis","Nevada",2005,"Female",0,49469,0,0,7.457,"-"
"Coccidioidomycosis","Nevada",2005,"Male",0,48333,0,0,7.632,"-"
"Coccidioidomycosis","Nevada",2006,"Total",1,98334,1.017,0.026,5.666,"*"
"Coccidioidomycosis","Nevada",2006,"Female",0,49734,0,0,7.417,"-"
"Coccidioidomycosis","Nevada",2006,"Male",1,48600,2.058,0.052,11.464,"*"
"Coccidioidomycosis","Nevada",2007,"Total",0,98480,0,0,3.746,"-"
"Coccidioidomycosis","Nevada",2007,"Female",0,49780,0,0,7.41,"-"
"Coccidioidomycosis","Nevada",2007,"Male",0,48700,0,0,7.574,"-"
"Coccidioidomycosis","Nevada",2008,"Total",1,98680,1.013,0.026,5.646,"*"
"Coccidioidomycosis","Nevada",2008,"Female",0,49837,0,0,7.402,"-"
"Coccidioidomycosis","Nevada",2008,"Male",1,48843,2.047,0.052,11.407,"*"
"Coccidioidomycosis","Nevada",2009,"Total",2,98432,2.032,0.246,7.34,"*"
"Coccidioidomycosis","Nevada",2009,"Female",0,49713,0,0,7.42,"-"
"Coccidioidomycosis","Nevada",2009,"Male",2,48719,4.105,0.497,14.829,"*"
"Coccidioidomycosis","Nevada",2010,"Total",1,98625,1.014,0.026,5.649,"*"
"Coccidioidomycosis","Nevada",2010,"Female",1,49853,2.006,0.051,11.176,"*"
"Coccidioidomycosis","Nevada",2010,"Male",0,48772,0,0,7.563,"-"
"Coccidioidomycosis","Nevada",2011,"Total",1,98591,1.014,0.026,5.651,"*"
"Coccidioidomycosis","Nevada",2011,"Female",1,49830,2.007,0.051,11.181,"*"
"Coccidioidomycosis","Nevada",2011,"Male",0,48761,0,0,7.565,"-"
"Coccidioidomycosis","Nevada",2012,"Total",2,97920,2.042,0.247,7.378,"*"
"Coccidioidomycosis","Nevada",2012,"Female",1,49484,2.021,0.051,11.259,"*"
"Coccidioidomycosis","Nevada",2012,"Male",1,48436,2.065,0.052,11.503,"*"
"Coccidioidomycosis","Nevada",2013,"Total",0,97808,0,0,3.771,"-"
"Coccidioidomycosis","Nevada",2013,"Female",0,49421,0,0,7.464,"-"
"Coccidioidomycosis","Nevada",2013,"Male",0,48387,0,0,7.623,"-"
"Coccidioidomycosis","Nevada",2014,"Total",0,98235,0,0,3.755,"-"
"Coccidioidomycosis","Nevada",2014,"Female",0,49633,0,0,7.432,"-"
"Coccidioidomycosis","Nevada",2014,"Male",0,48602,0,0,7.59,"-"
"Coccidioidomycosis","Orange",2001,"Total",27,2889908,0.934,0.616,1.359," "
"Coccidioidomycosis","Orange",2001,"Female",11,1456262,0.755,0.377,1.352,"*"
"Coccidioidomycosis","Orange",2001,"Male",16,1433646,1.116,0.638,1.812,"*"
